holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,year,hour,day_of_week,day_of_month,month_name,is_weekend,day_type,month_year
No Holiday,282.6,0.0,0.0,81,clear,sky is clear,2012-10-10 22:00:00,1910,10,2012,22,2,10,October,False,Weekday,2012-10
No Holiday,282.6,0.0,0.0,81,clear,sky is clear,2012-10-10 23:00:00,1037,10,2012,23,2,10,October,False,Weekday,2012-10
No Holiday,273.9,0.0,0.0,1,clear,sky is clear,2012-10-11 01:00:00,347,10,2012,1,3,11,October,False,Weekday,2012-10
No Holiday,274.4,0.0,0.0,75,clouds,broken clouds,2012-10-11 03:00:00,350,10,2012,3,3,11,October,False,Weekday,2012-10
No Holiday,274.05,0.0,0.0,75,clouds,broken clouds,2012-10-11 04:00:00,850,10,2012,4,3,11,October,False,Weekday,2012-10
No Holiday,273.71,0.0,0.0,40,clouds,scattered clouds,2012-10-11 05:00:00,2791,10,2012,5,3,11,October,False,Weekday,2012-10
No Holiday,272.66,0.0,0.0,1,clear,sky is clear,2012-10-11 06:00:00,5809,10,2012,6,3,11,October,False,Weekday,2012-10
No Holiday,272.65,0.0,0.0,1,clear,sky is clear,2012-10-11 07:00:00,6798,10,2012,7,3,11,October,False,Weekday,2012-10
No Holiday,272.52,0.0,0.0,1,clear,sky is clear,2012-10-11 08:00:00,6304,10,2012,8,3,11,October,False,Weekday,2012-10
No Holiday,275.19,0.0,0.0,20,clouds,few clouds,2012-10-11 09:00:00,5291,10,2012,9,3,11,October,False,Weekday,2012-10
No Holiday,275.34,0.0,0.0,1,clear,sky is clear,2012-10-11 10:00:00,4638,10,2012,10,3,11,October,False,Weekday,2012-10
No Holiday,284.1,0.0,0.0,50,clear,sky is clear,2012-10-11 14:00:00,5557,10,2012,14,3,11,October,False,Weekday,2012-10
No Holiday,284.1,0.0,0.0,50,clear,sky is clear,2012-10-11 15:00:00,5818,10,2012,15,3,11,October,False,Weekday,2012-10
No Holiday,283.78,0.0,0.0,75,clouds,broken clouds,2012-10-11 16:00:00,6272,10,2012,16,3,11,October,False,Weekday,2012-10
No Holiday,283.52,0.0,0.0,75,clouds,broken clouds,2012-10-11 17:00:00,5944,10,2012,17,3,11,October,False,Weekday,2012-10
No Holiday,283.32,0.0,0.0,90,clouds,overcast clouds,2012-10-11 18:00:00,4949,10,2012,18,3,11,October,False,Weekday,2012-10
No Holiday,282.06,0.0,0.0,90,clouds,overcast clouds,2012-10-11 19:00:00,3511,10,2012,19,3,11,October,False,Weekday,2012-10
No Holiday,281.95,0.0,0.0,90,clouds,overcast clouds,2012-10-11 20:00:00,3039,10,2012,20,3,11,October,False,Weekday,2012-10
No Holiday,281.81,0.0,0.0,90,clouds,overcast clouds,2012-10-11 21:00:00,2679,10,2012,21,3,11,October,False,Weekday,2012-10
No Holiday,282.16,0.0,0.0,90,clouds,overcast clouds,2012-10-11 22:00:00,2094,10,2012,22,3,11,October,False,Weekday,2012-10
No Holiday,282.53,0.0,0.0,90,clouds,overcast clouds,2012-10-11 23:00:00,1284,10,2012,23,3,11,October,False,Weekday,2012-10
No Holiday,283.91,0.0,0.0,90,clouds,overcast clouds,2012-10-12 00:00:00,630,10,2012,0,4,12,October,False,Weekday,2012-10
No Holiday,284.64,0.0,0.0,90,clouds,overcast clouds,2012-10-12 01:00:00,410,10,2012,1,4,12,October,False,Weekday,2012-10
No Holiday,284.61,0.0,0.0,90,clouds,overcast clouds,2012-10-12 02:00:00,331,10,2012,2,4,12,October,False,Weekday,2012-10
No Holiday,283.18,0.0,0.0,72,drizzle,light intensity drizzle,2012-10-12 03:00:00,372,10,2012,3,4,12,October,False,Weekday,2012-10
No Holiday,282.26,0.0,0.0,72,rain,light rain,2012-10-12 04:00:00,739,10,2012,4,4,12,October,False,Weekday,2012-10
No Holiday,280.77,0.0,0.0,72,drizzle,light intensity drizzle,2012-10-12 05:00:00,2561,10,2012,5,4,12,October,False,Weekday,2012-10
No Holiday,278.53,0.0,0.0,75,clouds,broken clouds,2012-10-12 06:00:00,5586,10,2012,6,4,12,October,False,Weekday,2012-10
No Holiday,277.64,0.0,0.0,75,clouds,broken clouds,2012-10-12 07:00:00,6992,10,2012,7,4,12,October,False,Weekday,2012-10
No Holiday,277.9,0.0,0.0,90,clouds,overcast clouds,2012-10-12 08:00:00,5860,10,2012,8,4,12,October,False,Weekday,2012-10
No Holiday,278.18,0.0,0.0,90,clouds,overcast clouds,2012-10-12 09:00:00,5230,10,2012,9,4,12,October,False,Weekday,2012-10
No Holiday,279.29,0.0,0.0,75,clouds,broken clouds,2012-10-12 10:00:00,4864,10,2012,10,4,12,October,False,Weekday,2012-10
No Holiday,280.45,0.0,0.0,75,clouds,broken clouds,2012-10-12 11:00:00,5146,10,2012,11,4,12,October,False,Weekday,2012-10
No Holiday,280.95,0.0,0.0,40,clouds,scattered clouds,2012-10-12 12:00:00,5526,10,2012,12,4,12,October,False,Weekday,2012-10
No Holiday,281.74,0.0,0.0,40,clouds,scattered clouds,2012-10-12 13:00:00,5383,10,2012,13,4,12,October,False,Weekday,2012-10
No Holiday,281.84,0.0,0.0,75,clouds,broken clouds,2012-10-12 14:00:00,5758,10,2012,14,4,12,October,False,Weekday,2012-10
No Holiday,282.45,0.0,0.0,75,clouds,broken clouds,2012-10-12 15:00:00,5889,10,2012,15,4,12,October,False,Weekday,2012-10
No Holiday,282.2,0.0,0.0,75,clouds,broken clouds,2012-10-12 16:00:00,6057,10,2012,16,4,12,October,False,Weekday,2012-10
No Holiday,281.54,0.0,0.0,40,clouds,scattered clouds,2012-10-12 17:00:00,6028,10,2012,17,4,12,October,False,Weekday,2012-10
No Holiday,280.21,0.0,0.0,20,clouds,few clouds,2012-10-12 18:00:00,5257,10,2012,18,4,12,October,False,Weekday,2012-10
No Holiday,282.2,0.0,0.0,56,clear,sky is clear,2012-10-12 23:00:00,1897,10,2012,23,4,12,October,False,Weekday,2012-10
No Holiday,272.58,0.0,0.0,1,clear,sky is clear,2012-10-13 00:00:00,1335,10,2012,0,5,13,October,True,Weekend,2012-10
No Holiday,272.06,0.0,0.0,1,clear,sky is clear,2012-10-13 01:00:00,769,10,2012,1,5,13,October,True,Weekend,2012-10
No Holiday,270.99,0.0,0.0,1,clear,sky is clear,2012-10-13 02:00:00,570,10,2012,2,5,13,October,True,Weekend,2012-10
No Holiday,270.29,0.0,0.0,20,clouds,few clouds,2012-10-13 03:00:00,413,10,2012,3,5,13,October,True,Weekend,2012-10
No Holiday,269.48,0.0,0.0,1,clear,sky is clear,2012-10-13 04:00:00,399,10,2012,4,5,13,October,True,Weekend,2012-10
No Holiday,269.27,0.0,0.0,1,clear,sky is clear,2012-10-13 05:00:00,740,10,2012,5,5,13,October,True,Weekend,2012-10
No Holiday,268.91,0.0,0.0,1,clear,sky is clear,2012-10-13 06:00:00,1420,10,2012,6,5,13,October,True,Weekend,2012-10
No Holiday,268.98,0.0,0.0,75,clouds,broken clouds,2012-10-13 07:00:00,2220,10,2012,7,5,13,October,True,Weekend,2012-10
No Holiday,269.23,0.0,0.0,40,clouds,scattered clouds,2012-10-13 08:00:00,3479,10,2012,8,5,13,October,True,Weekend,2012-10
No Holiday,272.61,0.0,0.0,40,clouds,scattered clouds,2012-10-13 09:00:00,4546,10,2012,9,5,13,October,True,Weekend,2012-10
No Holiday,276.78,0.0,0.0,20,clouds,few clouds,2012-10-13 10:00:00,4579,10,2012,10,5,13,October,True,Weekend,2012-10
No Holiday,279.22,0.0,0.0,1,clear,sky is clear,2012-10-13 11:00:00,4438,10,2012,11,5,13,October,True,Weekend,2012-10
No Holiday,280.35,0.0,0.0,1,clear,sky is clear,2012-10-13 12:00:00,4623,10,2012,12,5,13,October,True,Weekend,2012-10
No Holiday,281.81,0.0,0.0,1,clear,sky is clear,2012-10-13 13:00:00,4440,10,2012,13,5,13,October,True,Weekend,2012-10
No Holiday,283.05,0.0,0.0,1,clear,sky is clear,2012-10-13 14:00:00,4495,10,2012,14,5,13,October,True,Weekend,2012-10
No Holiday,283.96,0.0,0.0,1,clear,sky is clear,2012-10-13 15:00:00,4483,10,2012,15,5,13,October,True,Weekend,2012-10
No Holiday,284.53,0.0,0.0,1,clear,sky is clear,2012-10-13 16:00:00,4591,10,2012,16,5,13,October,True,Weekend,2012-10
No Holiday,284.44,0.0,0.0,1,clear,sky is clear,2012-10-13 17:00:00,4477,10,2012,17,5,13,October,True,Weekend,2012-10
No Holiday,283.64,0.0,0.0,1,clear,sky is clear,2012-10-13 18:00:00,4221,10,2012,18,5,13,October,True,Weekend,2012-10
No Holiday,281.85,0.0,0.0,20,clouds,few clouds,2012-10-13 19:00:00,3672,10,2012,19,5,13,October,True,Weekend,2012-10
No Holiday,281.38,0.0,0.0,1,clear,sky is clear,2012-10-13 20:00:00,3015,10,2012,20,5,13,October,True,Weekend,2012-10
No Holiday,281.84,0.0,0.0,75,clouds,broken clouds,2012-10-13 21:00:00,2769,10,2012,21,5,13,October,True,Weekend,2012-10
No Holiday,282.23,0.0,0.0,90,clouds,overcast clouds,2012-10-13 22:00:00,2875,10,2012,22,5,13,October,True,Weekend,2012-10
No Holiday,282.18,0.0,0.0,90,clouds,overcast clouds,2012-10-13 23:00:00,1931,10,2012,23,5,13,October,True,Weekend,2012-10
No Holiday,282.49,0.0,0.0,90,clouds,overcast clouds,2012-10-14 00:00:00,1309,10,2012,0,6,14,October,True,Weekend,2012-10
No Holiday,282.54,0.0,0.0,90,clouds,overcast clouds,2012-10-14 01:00:00,870,10,2012,1,6,14,October,True,Weekend,2012-10
No Holiday,282.58,0.0,0.0,90,clouds,overcast clouds,2012-10-14 02:00:00,654,10,2012,2,6,14,October,True,Weekend,2012-10
No Holiday,282.23,0.0,0.0,90,clouds,overcast clouds,2012-10-14 03:00:00,364,10,2012,3,6,14,October,True,Weekend,2012-10
No Holiday,282.08,0.0,0.0,90,clouds,overcast clouds,2012-10-14 04:00:00,262,10,2012,4,6,14,October,True,Weekend,2012-10
No Holiday,282.23,0.0,0.0,90,clouds,overcast clouds,2012-10-14 05:00:00,505,10,2012,5,6,14,October,True,Weekend,2012-10
No Holiday,282.24,0.0,0.0,90,clouds,overcast clouds,2012-10-14 06:00:00,861,10,2012,6,6,14,October,True,Weekend,2012-10
No Holiday,282.24,0.0,0.0,90,clouds,overcast clouds,2012-10-14 07:00:00,1132,10,2012,7,6,14,October,True,Weekend,2012-10
No Holiday,282.24,0.0,0.0,57,mist,mist,2012-10-14 08:00:00,1797,10,2012,8,6,14,October,True,Weekend,2012-10
No Holiday,282.43,0.0,0.0,57,drizzle,light intensity drizzle,2012-10-14 09:00:00,2685,10,2012,9,6,14,October,True,Weekend,2012-10
No Holiday,282.43,0.0,0.0,57,mist,mist,2012-10-14 09:00:00,2685,10,2012,9,6,14,October,True,Weekend,2012-10
No Holiday,282.43,0.0,0.0,57,haze,haze,2012-10-14 09:00:00,2685,10,2012,9,6,14,October,True,Weekend,2012-10
No Holiday,282.33,0.0,0.0,57,drizzle,light intensity drizzle,2012-10-14 10:00:00,3370,10,2012,10,6,14,October,True,Weekend,2012-10
No Holiday,282.33,0.0,0.0,57,mist,mist,2012-10-14 10:00:00,3370,10,2012,10,6,14,October,True,Weekend,2012-10
No Holiday,282.82,0.0,0.0,57,drizzle,light intensity drizzle,2012-10-14 11:00:00,3662,10,2012,11,6,14,October,True,Weekend,2012-10
No Holiday,282.82,0.0,0.0,57,mist,mist,2012-10-14 11:00:00,3662,10,2012,11,6,14,October,True,Weekend,2012-10
No Holiday,283.33,0.0,0.0,57,mist,mist,2012-10-14 12:00:00,4076,10,2012,12,6,14,October,True,Weekend,2012-10
No Holiday,283.33,0.0,0.0,57,rain,light rain,2012-10-14 12:00:00,4076,10,2012,12,6,14,October,True,Weekend,2012-10
No Holiday,283.33,0.0,0.0,57,drizzle,light intensity drizzle,2012-10-14 12:00:00,4076,10,2012,12,6,14,October,True,Weekend,2012-10
No Holiday,283.75,0.0,0.0,93,rain,light rain,2012-10-14 13:00:00,4128,10,2012,13,6,14,October,True,Weekend,2012-10
No Holiday,283.75,0.0,0.0,93,mist,mist,2012-10-14 13:00:00,4128,10,2012,13,6,14,October,True,Weekend,2012-10
No Holiday,283.75,0.0,0.0,93,drizzle,light intensity drizzle,2012-10-14 13:00:00,4128,10,2012,13,6,14,October,True,Weekend,2012-10
No Holiday,284.09,0.0,0.0,93,mist,mist,2012-10-14 14:00:00,4358,10,2012,14,6,14,October,True,Weekend,2012-10
No Holiday,284.09,0.0,0.0,93,rain,light rain,2012-10-14 14:00:00,4358,10,2012,14,6,14,October,True,Weekend,2012-10
No Holiday,284.09,0.0,0.0,93,drizzle,light intensity drizzle,2012-10-14 14:00:00,4358,10,2012,14,6,14,October,True,Weekend,2012-10
No Holiday,284.55,0.0,0.0,93,mist,mist,2012-10-14 15:00:00,4342,10,2012,15,6,14,October,True,Weekend,2012-10
No Holiday,284.55,0.0,0.0,93,rain,light rain,2012-10-14 15:00:00,4342,10,2012,15,6,14,October,True,Weekend,2012-10
No Holiday,284.68,0.0,0.0,93,mist,mist,2012-10-14 16:00:00,4234,10,2012,16,6,14,October,True,Weekend,2012-10
No Holiday,284.64,0.0,0.0,93,rain,light rain,2012-10-14 17:00:00,4271,10,2012,17,6,14,October,True,Weekend,2012-10
No Holiday,284.64,0.0,0.0,93,mist,mist,2012-10-14 17:00:00,4271,10,2012,17,6,14,October,True,Weekend,2012-10
No Holiday,284.4,0.0,0.0,93,mist,mist,2012-10-14 18:00:00,4080,10,2012,18,6,14,October,True,Weekend,2012-10
No Holiday,284.17,0.0,0.0,93,mist,mist,2012-10-14 19:00:00,3453,10,2012,19,6,14,October,True,Weekend,2012-10
No Holiday,284.03,0.0,0.0,93,mist,mist,2012-10-14 20:00:00,2718,10,2012,20,6,14,October,True,Weekend,2012-10
No Holiday,283.58,0.0,0.0,93,mist,mist,2012-10-14 21:00:00,2439,10,2012,21,6,14,October,True,Weekend,2012-10
No Holiday,283.04,0.0,0.0,93,mist,mist,2012-10-14 22:00:00,1819,10,2012,22,6,14,October,True,Weekend,2012-10
No Holiday,281.95,0.0,0.0,93,mist,mist,2012-10-14 23:00:00,1002,10,2012,23,6,14,October,True,Weekend,2012-10
No Holiday,281.95,0.0,0.0,93,fog,fog,2012-10-14 23:00:00,1002,10,2012,23,6,14,October,True,Weekend,2012-10
No Holiday,281.61,0.0,0.0,93,mist,mist,2012-10-15 00:00:00,542,10,2012,0,0,15,October,False,Weekday,2012-10
No Holiday,281.61,0.0,0.0,93,fog,fog,2012-10-15 00:00:00,542,10,2012,0,0,15,October,False,Weekday,2012-10
No Holiday,281.57,0.0,0.0,85,fog,fog,2012-10-15 01:00:00,303,10,2012,1,0,15,October,False,Weekday,2012-10
No Holiday,281.42,0.0,0.0,85,fog,fog,2012-10-15 02:00:00,239,10,2012,2,0,15,October,False,Weekday,2012-10
No Holiday,281.29,0.0,0.0,85,mist,mist,2012-10-15 03:00:00,335,10,2012,3,0,15,October,False,Weekday,2012-10
No Holiday,281.29,0.0,0.0,85,fog,fog,2012-10-15 03:00:00,335,10,2012,3,0,15,October,False,Weekday,2012-10
No Holiday,281.02,0.0,0.0,85,mist,mist,2012-10-15 04:00:00,810,10,2012,4,0,15,October,False,Weekday,2012-10
No Holiday,281.02,0.0,0.0,85,fog,fog,2012-10-15 04:00:00,810,10,2012,4,0,15,October,False,Weekday,2012-10
No Holiday,280.82,0.0,0.0,85,mist,mist,2012-10-15 05:00:00,2606,10,2012,5,0,15,October,False,Weekday,2012-10
No Holiday,280.82,0.0,0.0,85,fog,fog,2012-10-15 05:00:00,2606,10,2012,5,0,15,October,False,Weekday,2012-10
No Holiday,280.39,0.0,0.0,85,mist,mist,2012-10-15 06:00:00,5714,10,2012,6,0,15,October,False,Weekday,2012-10
No Holiday,280.19,0.0,0.0,100,mist,mist,2012-10-15 07:00:00,6798,10,2012,7,0,15,October,False,Weekday,2012-10
No Holiday,279.82,0.0,0.0,100,mist,mist,2012-10-15 08:00:00,6114,10,2012,8,0,15,October,False,Weekday,2012-10
No Holiday,279.75,0.0,0.0,100,mist,mist,2012-10-15 09:00:00,5094,10,2012,9,0,15,October,False,Weekday,2012-10
No Holiday,280.07,0.0,0.0,100,mist,mist,2012-10-15 10:00:00,4473,10,2012,10,0,15,October,False,Weekday,2012-10
No Holiday,280.32,0.0,0.0,90,clouds,overcast clouds,2012-10-15 11:00:00,4529,10,2012,11,0,15,October,False,Weekday,2012-10
No Holiday,281.72,0.0,0.0,100,clear,sky is clear,2012-10-15 12:00:00,4823,10,2012,12,0,15,October,False,Weekday,2012-10
No Holiday,284.01,0.0,0.0,40,clouds,scattered clouds,2012-10-15 13:00:00,4872,10,2012,13,0,15,October,False,Weekday,2012-10
No Holiday,285.88,0.0,0.0,1,clear,sky is clear,2012-10-15 14:00:00,5238,10,2012,14,0,15,October,False,Weekday,2012-10
No Holiday,286.87,0.0,0.0,1,clear,sky is clear,2012-10-15 15:00:00,5584,10,2012,15,0,15,October,False,Weekday,2012-10
No Holiday,287.6,0.0,0.0,20,clouds,few clouds,2012-10-15 16:00:00,6246,10,2012,16,0,15,October,False,Weekday,2012-10
No Holiday,287.27,0.0,0.0,20,clouds,few clouds,2012-10-15 17:00:00,5957,10,2012,17,0,15,October,False,Weekday,2012-10
No Holiday,286.18,0.0,0.0,20,clouds,few clouds,2012-10-15 18:00:00,4535,10,2012,18,0,15,October,False,Weekday,2012-10
No Holiday,285.2,0.0,0.0,75,clouds,broken clouds,2012-10-15 19:00:00,3234,10,2012,19,0,15,October,False,Weekday,2012-10
No Holiday,284.68,0.0,0.0,75,clouds,broken clouds,2012-10-15 20:00:00,2677,10,2012,20,0,15,October,False,Weekday,2012-10
No Holiday,284.49,0.0,0.0,90,clouds,overcast clouds,2012-10-15 21:00:00,2077,10,2012,21,0,15,October,False,Weekday,2012-10
No Holiday,283.54,0.0,0.0,20,clouds,few clouds,2012-10-15 22:00:00,1380,10,2012,22,0,15,October,False,Weekday,2012-10
No Holiday,282.33,0.0,0.0,75,clouds,broken clouds,2012-10-15 23:00:00,927,10,2012,23,0,15,October,False,Weekday,2012-10
No Holiday,281.21,0.0,0.0,20,clouds,few clouds,2012-10-16 00:00:00,500,10,2012,0,1,16,October,False,Weekday,2012-10
No Holiday,279.87,0.0,0.0,1,clear,sky is clear,2012-10-16 01:00:00,324,10,2012,1,1,16,October,False,Weekday,2012-10
No Holiday,278.93,0.0,0.0,1,clear,sky is clear,2012-10-16 02:00:00,257,10,2012,2,1,16,October,False,Weekday,2012-10
No Holiday,277.91,0.0,0.0,1,clear,sky is clear,2012-10-16 03:00:00,354,10,2012,3,1,16,October,False,Weekday,2012-10
No Holiday,277.21,0.0,0.0,1,clear,sky is clear,2012-10-16 04:00:00,769,10,2012,4,1,16,October,False,Weekday,2012-10
No Holiday,276.61,0.0,0.0,1,clear,sky is clear,2012-10-16 05:00:00,2769,10,2012,5,1,16,October,False,Weekday,2012-10
No Holiday,276.11,0.0,0.0,1,clear,sky is clear,2012-10-16 06:00:00,5789,10,2012,6,1,16,October,False,Weekday,2012-10
No Holiday,274.81,0.0,0.0,20,clouds,few clouds,2012-10-16 07:00:00,7055,10,2012,7,1,16,October,False,Weekday,2012-10
No Holiday,274.99,0.0,0.0,20,clouds,few clouds,2012-10-16 08:00:00,6408,10,2012,8,1,16,October,False,Weekday,2012-10
No Holiday,277.91,0.0,0.0,20,clouds,few clouds,2012-10-16 09:00:00,5254,10,2012,9,1,16,October,False,Weekday,2012-10
No Holiday,280.71,0.0,0.0,20,clouds,few clouds,2012-10-16 10:00:00,4547,10,2012,10,1,16,October,False,Weekday,2012-10
No Holiday,283.85,0.0,0.0,20,clouds,few clouds,2012-10-16 11:00:00,4784,10,2012,11,1,16,October,False,Weekday,2012-10
No Holiday,286.01,0.0,0.0,40,clouds,scattered clouds,2012-10-16 12:00:00,5015,10,2012,12,1,16,October,False,Weekday,2012-10
No Holiday,286.31,0.0,0.0,1,clear,sky is clear,2012-10-16 13:00:00,5057,10,2012,13,1,16,October,False,Weekday,2012-10
No Holiday,288.15,0.0,0.0,75,clouds,broken clouds,2012-10-16 14:00:00,5430,10,2012,14,1,16,October,False,Weekday,2012-10
No Holiday,289.15,0.0,0.0,75,clouds,broken clouds,2012-10-16 15:00:00,5813,10,2012,15,1,16,October,False,Weekday,2012-10
No Holiday,288.99,0.0,0.0,75,clouds,broken clouds,2012-10-16 16:00:00,6496,10,2012,16,1,16,October,False,Weekday,2012-10
No Holiday,288.86,0.0,0.0,75,clouds,broken clouds,2012-10-16 17:00:00,6429,10,2012,17,1,16,October,False,Weekday,2012-10
No Holiday,288.16,0.0,0.0,90,clouds,overcast clouds,2012-10-16 18:00:00,5142,10,2012,18,1,16,October,False,Weekday,2012-10
No Holiday,287.28,0.0,0.0,68,rain,light rain,2012-10-16 19:00:00,3311,10,2012,19,1,16,October,False,Weekday,2012-10
No Holiday,287.04,0.0,0.0,90,clouds,overcast clouds,2012-10-16 20:00:00,2777,10,2012,20,1,16,October,False,Weekday,2012-10
No Holiday,286.9,0.0,0.0,90,clouds,overcast clouds,2012-10-16 21:00:00,2331,10,2012,21,1,16,October,False,Weekday,2012-10
No Holiday,287.09,0.0,0.0,90,clouds,overcast clouds,2012-10-16 22:00:00,1767,10,2012,22,1,16,October,False,Weekday,2012-10
No Holiday,287.09,0.0,0.0,90,clouds,overcast clouds,2012-10-16 23:00:00,1093,10,2012,23,1,16,October,False,Weekday,2012-10
No Holiday,286.89,0.0,0.0,75,clouds,broken clouds,2012-10-17 00:00:00,554,10,2012,0,2,17,October,False,Weekday,2012-10
No Holiday,286.93,0.0,0.0,75,clouds,broken clouds,2012-10-17 01:00:00,333,10,2012,1,2,17,October,False,Weekday,2012-10
No Holiday,286.93,0.0,0.0,90,clouds,overcast clouds,2012-10-17 02:00:00,267,10,2012,2,2,17,October,False,Weekday,2012-10
No Holiday,287.07,0.0,0.0,90,clouds,overcast clouds,2012-10-17 03:00:00,358,10,2012,3,2,17,October,False,Weekday,2012-10
No Holiday,286.56,0.0,0.0,75,clouds,broken clouds,2012-10-17 04:00:00,777,10,2012,4,2,17,October,False,Weekday,2012-10
No Holiday,285.91,0.0,0.0,90,clouds,overcast clouds,2012-10-17 05:00:00,2732,10,2012,5,2,17,October,False,Weekday,2012-10
No Holiday,285.29,0.0,0.0,90,clouds,overcast clouds,2012-10-17 06:00:00,5637,10,2012,6,2,17,October,False,Weekday,2012-10
No Holiday,284.92,0.0,0.0,75,clouds,broken clouds,2012-10-17 07:00:00,5564,10,2012,7,2,17,October,False,Weekday,2012-10
No Holiday,285.35,0.0,0.0,75,clouds,broken clouds,2012-10-17 08:00:00,6274,10,2012,8,2,17,October,False,Weekday,2012-10
No Holiday,285.72,0.0,0.0,100,rain,proximity shower rain,2012-10-17 09:00:00,5403,10,2012,9,2,17,October,False,Weekday,2012-10
No Holiday,285.72,0.0,0.0,100,rain,light rain,2012-10-17 09:00:00,5403,10,2012,9,2,17,October,False,Weekday,2012-10
No Holiday,287.09,0.0,0.0,75,clouds,broken clouds,2012-10-17 10:00:00,4680,10,2012,10,2,17,October,False,Weekday,2012-10
No Holiday,288.31,0.0,0.0,75,clouds,broken clouds,2012-10-17 11:00:00,4642,10,2012,11,2,17,October,False,Weekday,2012-10
No Holiday,288.61,0.0,0.0,1,clear,sky is clear,2012-10-17 12:00:00,4979,10,2012,12,2,17,October,False,Weekday,2012-10
No Holiday,290.32,0.0,0.0,1,clear,sky is clear,2012-10-17 13:00:00,4851,10,2012,13,2,17,October,False,Weekday,2012-10
No Holiday,291.36,0.0,0.0,1,clear,sky is clear,2012-10-17 14:00:00,4291,10,2012,14,2,17,October,False,Weekday,2012-10
No Holiday,292.01,0.0,0.0,1,clear,sky is clear,2012-10-17 15:00:00,4714,10,2012,15,2,17,October,False,Weekday,2012-10
No Holiday,292.61,0.0,0.0,1,clear,sky is clear,2012-10-17 16:00:00,6723,10,2012,16,2,17,October,False,Weekday,2012-10
No Holiday,292.65,0.0,0.0,1,clear,sky is clear,2012-10-17 17:00:00,6180,10,2012,17,2,17,October,False,Weekday,2012-10
No Holiday,290.52,0.0,0.0,40,clouds,scattered clouds,2012-10-17 18:00:00,4843,10,2012,18,2,17,October,False,Weekday,2012-10
No Holiday,288.35,0.0,0.0,40,clouds,scattered clouds,2012-10-17 19:00:00,3435,10,2012,19,2,17,October,False,Weekday,2012-10
No Holiday,286.72,0.0,0.0,40,clouds,scattered clouds,2012-10-17 20:00:00,2921,10,2012,20,2,17,October,False,Weekday,2012-10
No Holiday,285.49,0.0,0.0,40,clouds,scattered clouds,2012-10-17 21:00:00,2763,10,2012,21,2,17,October,False,Weekday,2012-10
No Holiday,284.22,0.0,0.0,20,clouds,few clouds,2012-10-17 22:00:00,1930,10,2012,22,2,17,October,False,Weekday,2012-10
No Holiday,283.8,0.0,0.0,20,clouds,few clouds,2012-10-17 23:00:00,1160,10,2012,23,2,17,October,False,Weekday,2012-10
No Holiday,283.72,0.0,0.0,20,clouds,few clouds,2012-10-18 00:00:00,654,10,2012,0,3,18,October,False,Weekday,2012-10
No Holiday,282.8,0.0,0.0,40,clouds,scattered clouds,2012-10-18 01:00:00,374,10,2012,1,3,18,October,False,Weekday,2012-10
No Holiday,282.32,0.0,0.0,99,mist,mist,2012-10-18 02:00:00,301,10,2012,2,3,18,October,False,Weekday,2012-10
No Holiday,282.38,0.0,0.0,99,mist,mist,2012-10-18 03:00:00,397,10,2012,3,3,18,October,False,Weekday,2012-10
No Holiday,282.76,0.0,0.0,90,clouds,overcast clouds,2012-10-18 04:00:00,794,10,2012,4,3,18,October,False,Weekday,2012-10
